blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,11,0,50,23,0.0
DeepSeek-V3,21,3,45,15,0.125
DS-R1-Dist-Llama-70B,14,1,47,22,0.06666666666666667
DS-R1-Dist-Llama-8B,10,3,51,20,0.23076923076923078
DS-R1-Dist-Qwen-14B,10,2,46,26,0.16666666666666666
DS-R1-Dist-Qwen-32B,15,1,36,32,0.0625
DS-R1-Dist-Qwen-7B,11,1,68,4,0.08333333333333333
GPT-3.5-turbo,6,1,61,16,0.14285714285714285
GPT-4o,22,0,62,0,0.0
Llama3.1-8B,20,0,64,0,0.0
Llama3.3-70B,22,0,61,1,0.0
o3-mini,7,0,15,62,0.0
Qwen2.5-14B,14,0,31,39,0.0
Qwen2.5-32B,10,0,44,30,0.0
Qwen2.5-7B,9,2,42,31,0.18181818181818182
