blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,10,1,51,22,0.09090909090909091
DeepSeek-V3,21,3,43,17,0.125
DS-R1-Dist-Llama-70B,12,3,45,24,0.2
DS-R1-Dist-Llama-8B,8,5,53,18,0.38461538461538464
DS-R1-Dist-Qwen-14B,8,4,35,37,0.3333333333333333
DS-R1-Dist-Qwen-32B,13,3,44,24,0.1875
DS-R1-Dist-Qwen-7B,9,3,60,12,0.25
GPT-3.5-turbo,6,1,61,16,0.14285714285714285
GPT-4o,22,0,60,2,0.0
Llama3.1-8B,19,1,64,0,0.05
Llama3.3-70B,22,0,58,4,0.0
o3-mini,3,4,9,68,0.5714285714285714
Qwen2.5-14B,12,2,32,38,0.14285714285714285
Qwen2.5-32B,10,0,38,36,0.0
Qwen2.5-7B,10,1,48,25,0.09090909090909091
