blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,7,4,47,26,0.36363636363636365
DeepSeek-V3,23,1,44,16,0.041666666666666664
DS-R1-Dist-Llama-70B,13,2,42,27,0.13333333333333333
DS-R1-Dist-Llama-8B,11,2,53,18,0.15384615384615385
DS-R1-Dist-Qwen-14B,11,1,42,30,0.08333333333333333
DS-R1-Dist-Qwen-32B,14,2,40,28,0.125
DS-R1-Dist-Qwen-7B,12,0,64,8,0.0
GPT-3.5-turbo,7,0,68,9,0.0
GPT-4o,22,0,61,1,0.0
Llama3.1-8B,20,0,63,1,0.0
Llama3.3-70B,22,0,60,2,0.0
o3-mini,7,0,9,68,0.0
Qwen2.5-14B,12,2,33,37,0.14285714285714285
Qwen2.5-32B,10,0,47,27,0.0
Qwen2.5-7B,7,4,32,41,0.36363636363636365
