blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_D8,16,10,66,51,0.38461538461538464
combo_L2,16,10,67,50,0.38461538461538464
combo_C1,17,9,66,51,0.34615384615384615
combo_C2,18,8,57,60,0.3076923076923077
combo_L4+L5+L6,18,8,78,39,0.3076923076923077
combo_D4+D5+D6+D7,19,7,74,43,0.2692307692307692
combo_L3,19,7,67,50,0.2692307692307692
combo_L1,20,6,72,45,0.23076923076923078
combo_L7,20,6,77,40,0.23076923076923078
combo_D1+D2+D3,21,5,77,40,0.19230769230769232
combo_L8,21,5,94,23,0.19230769230769232
combo_C3,26,0,111,6,0.0
