blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_L8,3,11,66,63,0.7857142857142857
combo_D4+D5+D6+D7,5,9,84,45,0.6428571428571429
combo_L3,5,9,98,31,0.6428571428571429
combo_D8,6,8,91,38,0.5714285714285714
combo_L4+L5+L6,7,7,79,50,0.5
combo_L7,7,7,48,81,0.5
combo_L1,8,6,85,44,0.42857142857142855
combo_C1,10,4,78,51,0.2857142857142857
combo_D1+D2+D3,10,4,88,41,0.2857142857142857
combo_L2,10,4,79,50,0.2857142857142857
combo_C2,11,3,101,28,0.21428571428571427
combo_C3,13,1,101,28,0.07142857142857142
