blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C1,13,14,65,51,0.5185185185185185
combo_D1+D2+D3,14,13,62,54,0.48148148148148145
combo_L1,16,11,69,47,0.4074074074074074
combo_L7,17,10,74,42,0.37037037037037035
combo_D4+D5+D6+D7,18,9,66,50,0.3333333333333333
combo_C2,19,8,67,49,0.2962962962962963
combo_C3,19,8,81,35,0.2962962962962963
combo_D8,19,8,66,50,0.2962962962962963
combo_L3,19,8,73,43,0.2962962962962963
combo_L8,19,8,75,41,0.2962962962962963
combo_L4+L5+L6,20,7,75,41,0.25925925925925924
combo_L2,22,5,63,53,0.18518518518518517
