blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_D1+D2+D3,14,8,101,20,0.36363636363636365
combo_L1,17,5,88,33,0.22727272727272727
combo_C1,18,4,92,29,0.18181818181818182
combo_D8,19,3,100,21,0.13636363636363635
combo_C2,20,2,99,22,0.09090909090909091
combo_C3,20,2,110,11,0.09090909090909091
combo_D4+D5+D6+D7,20,2,103,18,0.09090909090909091
combo_L3,20,2,101,20,0.09090909090909091
combo_L4+L5+L6,20,2,106,15,0.09090909090909091
combo_L7,20,2,102,19,0.09090909090909091
combo_L8,20,2,114,7,0.09090909090909091
combo_L2,21,1,103,18,0.045454545454545456
