blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C3,2,9,61,71,0.8181818181818182
combo_L3,3,8,68,64,0.7272727272727273
combo_C2,6,5,88,44,0.45454545454545453
combo_L8,6,5,83,49,0.45454545454545453
combo_D8,7,4,89,43,0.36363636363636365
combo_C1,8,3,98,34,0.2727272727272727
combo_L2,8,3,76,56,0.2727272727272727
combo_L4+L5+L6,8,3,78,54,0.2727272727272727
combo_L1,9,2,102,30,0.18181818181818182
combo_D1+D2+D3,10,1,99,33,0.09090909090909091
combo_D4+D5+D6+D7,10,1,88,44,0.09090909090909091
combo_L7,10,1,88,44,0.09090909090909091
