blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_D4+D5+D6+D7,41,7,145,17,0.14583333333333334
combo_L2,41,7,146,16,0.14583333333333334
combo_D1+D2+D3,43,5,140,22,0.10416666666666667
combo_C1,44,4,155,7,0.08333333333333333
combo_C2,45,3,134,28,0.0625
combo_L4+L5+L6,45,3,151,11,0.0625
combo_D8,46,2,146,16,0.041666666666666664
combo_L1,46,2,143,19,0.041666666666666664
combo_L3,46,2,152,10,0.041666666666666664
combo_C3,47,1,136,26,0.020833333333333332
combo_L7,48,0,151,11,0.0
combo_L8,48,0,156,6,0.0
