blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C2,30,3,121,56,0.09090909090909091
combo_L4+L5+L6,30,3,124,53,0.09090909090909091
combo_C3,31,2,160,17,0.06060606060606061
combo_D8,31,2,123,54,0.06060606060606061
combo_L3,31,2,137,40,0.06060606060606061
combo_C1,32,1,128,49,0.030303030303030304
combo_L1,32,1,141,36,0.030303030303030304
combo_L2,32,1,126,51,0.030303030303030304
combo_D1+D2+D3,33,0,142,35,0.0
combo_D4+D5+D6+D7,33,0,123,54,0.0
combo_L7,33,0,144,33,0.0
combo_L8,33,0,161,16,0.0
