blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_D4+D5+D6+D7,23,5,155,27,0.17857142857142858
combo_L1,24,4,148,34,0.14285714285714285
combo_L3,24,4,155,27,0.14285714285714285
combo_D1+D2+D3,25,3,145,37,0.10714285714285714
combo_C1,26,2,148,34,0.07142857142857142
combo_C2,26,2,156,26,0.07142857142857142
combo_D8,26,2,151,31,0.07142857142857142
combo_C3,27,1,166,16,0.03571428571428571
combo_L2,27,1,148,34,0.03571428571428571
combo_L4+L5+L6,27,1,154,28,0.03571428571428571
combo_L7,27,1,159,23,0.03571428571428571
combo_L8,27,1,169,13,0.03571428571428571
