blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,31,4,131,44,0.11428571428571428
DS-R1-Dist-Llama-8B,29,5,138,38,0.14705882352941177
DS-R1-Dist-Qwen-14B,25,2,122,61,0.07407407407407407
DS-R1-Dist-Qwen-32B,28,2,111,69,0.06666666666666667
DS-R1-Dist-Qwen-7B,27,1,159,23,0.03571428571428571
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,56,0,150,4,0.0
Llama3.1-8B,3,29,37,141,0.90625
Llama3.3-70B,48,0,151,11,0.0
o3-mini,4,1,49,156,0.2
Qwen2.5-14B,25,3,123,59,0.10714285714285714
Qwen2.5-32B,33,0,144,33,0.0
Qwen2.5-7B,16,8,100,86,0.3333333333333333
