blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,30,5,104,71,0.14285714285714285
DS-R1-Dist-Llama-8B,24,10,114,62,0.29411764705882354
DS-R1-Dist-Qwen-14B,21,6,91,92,0.2222222222222222
DS-R1-Dist-Qwen-32B,26,4,88,92,0.13333333333333333
DS-R1-Dist-Qwen-7B,24,4,148,34,0.14285714285714285
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,54,2,145,9,0.03571428571428571
Llama3.1-8B,29,3,148,30,0.09375
Llama3.3-70B,46,2,143,19,0.041666666666666664
o3-mini,1,4,15,190,0.8
Qwen2.5-14B,28,0,129,53,0.0
Qwen2.5-32B,32,1,141,36,0.030303030303030304
Qwen2.5-7B,22,2,140,46,0.08333333333333333
