blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,28,7,105,70,0.2
DS-R1-Dist-Llama-8B,30,4,131,45,0.11764705882352941
DS-R1-Dist-Qwen-14B,24,3,108,75,0.1111111111111111
DS-R1-Dist-Qwen-32B,24,6,95,85,0.2
DS-R1-Dist-Qwen-7B,26,2,151,31,0.07142857142857142
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,56,0,143,11,0.0
Llama3.1-8B,24,8,140,38,0.25
Llama3.3-70B,46,2,146,16,0.041666666666666664
o3-mini,4,1,33,172,0.2
Qwen2.5-14B,28,0,96,86,0.0
Qwen2.5-32B,31,2,123,54,0.06060606060606061
Qwen2.5-7B,21,3,82,104,0.125
