blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,112,98,0.0
DS-R1-Dist-Llama-70B,29,6,120,55,0.17142857142857143
DS-R1-Dist-Llama-8B,26,8,130,46,0.23529411764705882
DS-R1-Dist-Qwen-14B,18,9,103,80,0.3333333333333333
DS-R1-Dist-Qwen-32B,24,6,95,85,0.2
DS-R1-Dist-Qwen-7B,25,3,145,37,0.10714285714285714
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,55,1,148,6,0.017857142857142856
Llama3.1-8B,31,1,163,15,0.03125
Llama3.3-70B,43,5,140,22,0.10416666666666667
o3-mini,1,4,19,186,0.8
Qwen2.5-14B,28,0,130,52,0.0
Qwen2.5-32B,33,0,142,35,0.0
Qwen2.5-7B,20,4,111,75,0.16666666666666666
