blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,32,3,111,64,0.08571428571428572
DS-R1-Dist-Llama-8B,27,7,124,52,0.20588235294117646
DS-R1-Dist-Qwen-14B,23,4,100,83,0.14814814814814814
DS-R1-Dist-Qwen-32B,21,9,93,87,0.3
DS-R1-Dist-Qwen-7B,27,1,148,34,0.03571428571428571
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,55,1,142,12,0.017857142857142856
Llama3.1-8B,29,3,150,28,0.09375
Llama3.3-70B,41,7,146,16,0.14583333333333334
o3-mini,5,0,41,164,0.0
Qwen2.5-14B,28,0,103,79,0.0
Qwen2.5-32B,32,1,126,51,0.030303030303030304
Qwen2.5-7B,17,7,76,110,0.2916666666666667
