blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,29,6,131,44,0.17142857142857143
DS-R1-Dist-Llama-8B,31,3,158,18,0.08823529411764706
DS-R1-Dist-Qwen-14B,24,3,130,53,0.1111111111111111
DS-R1-Dist-Qwen-32B,29,1,126,54,0.03333333333333333
DS-R1-Dist-Qwen-7B,27,1,169,13,0.03571428571428571
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,56,0,154,0,0.0
Llama3.1-8B,13,19,38,140,0.59375
Llama3.3-70B,48,0,156,6,0.0
o3-mini,4,1,61,144,0.2
Qwen2.5-14B,27,1,137,45,0.03571428571428571
Qwen2.5-32B,33,0,161,16,0.0
Qwen2.5-7B,22,2,101,85,0.08333333333333333
