blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C3,0,11,0,132,1.0
combo_D4+D5+D6+D7,1,10,6,126,0.9090909090909091
combo_L1,1,10,2,130,0.9090909090909091
combo_L8,1,10,5,127,0.9090909090909091
combo_C1,2,9,4,128,0.8181818181818182
combo_C2,2,9,6,126,0.8181818181818182
combo_D8,2,9,9,123,0.8181818181818182
combo_L4+L5+L6,2,9,7,125,0.8181818181818182
combo_L7,2,9,12,120,0.8181818181818182
combo_D1+D2+D3,3,8,5,127,0.7272727272727273
combo_L3,3,8,5,127,0.7272727272727273
combo_L2,4,7,9,123,0.6363636363636364
