blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C3,4,19,0,120,0.8260869565217391
combo_L8,5,18,4,116,0.782608695652174
combo_L1,7,16,3,117,0.6956521739130435
combo_D1+D2+D3,9,14,2,118,0.6086956521739131
combo_L4+L5+L6,9,14,3,117,0.6086956521739131
combo_L3,10,13,4,116,0.5652173913043478
combo_D4+D5+D6+D7,11,12,2,118,0.5217391304347826
combo_D8,11,12,5,115,0.5217391304347826
combo_C1,13,10,3,117,0.43478260869565216
combo_C2,13,10,8,112,0.43478260869565216
combo_L2,13,10,3,117,0.43478260869565216
combo_L7,14,9,3,117,0.391304347826087
