blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C3,1,10,12,120,0.9090909090909091
combo_L1,5,6,19,113,0.5454545454545454
combo_L8,6,5,19,113,0.45454545454545453
combo_D1+D2+D3,7,4,10,122,0.36363636363636365
combo_C2,8,3,19,113,0.2727272727272727
combo_C1,9,2,18,114,0.18181818181818182
combo_D4+D5+D6+D7,9,2,26,106,0.18181818181818182
combo_D8,9,2,21,111,0.18181818181818182
combo_L4+L5+L6,9,2,17,115,0.18181818181818182
combo_L2,10,1,23,109,0.09090909090909091
combo_L7,10,1,16,116,0.09090909090909091
combo_L3,11,0,28,104,0.0
