blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C3,0,11,0,132,1.0
combo_L8,1,10,4,128,0.9090909090909091
combo_D1+D2+D3,2,9,5,127,0.8181818181818182
combo_C2,3,8,6,126,0.7272727272727273
combo_L2,3,8,4,128,0.7272727272727273
combo_L3,3,8,4,128,0.7272727272727273
combo_C1,4,7,5,127,0.6363636363636364
combo_D8,4,7,4,128,0.6363636363636364
combo_L7,4,7,4,128,0.6363636363636364
combo_D4+D5+D6+D7,5,6,3,129,0.5454545454545454
combo_L1,5,6,5,127,0.5454545454545454
combo_L4+L5+L6,5,6,6,126,0.5454545454545454
