blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,38,13,21,12,0.2549019607843137
DeepSeek-V3,59,0,13,12,0.0
DS-R1-Dist-Llama-70B,43,10,15,16,0.18867924528301888
DS-R1-Dist-Llama-8B,54,12,15,3,0.18181818181818182
DS-R1-Dist-Qwen-14B,38,12,21,13,0.24
DS-R1-Dist-Qwen-32B,33,10,14,27,0.23255813953488372
DS-R1-Dist-Qwen-7B,68,8,7,1,0.10526315789473684
GPT-3.5-turbo,56,2,19,7,0.034482758620689655
GPT-4o,82,0,0,2,0.0
Llama3.1-8B,84,0,0,0,0.0
Llama3.3-70B,82,0,0,2,0.0
o3-mini,6,7,5,66,0.5384615384615384
Qwen2.5-14B,30,6,16,32,0.16666666666666666
Qwen2.5-32B,27,0,33,24,0.0
Qwen2.5-7B,38,7,12,27,0.15555555555555556
