blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,42,9,22,11,0.17647058823529413
DeepSeek-V3,55,4,11,14,0.06779661016949153
DS-R1-Dist-Llama-70B,42,11,16,15,0.20754716981132076
DS-R1-Dist-Llama-8B,51,15,14,4,0.22727272727272727
DS-R1-Dist-Qwen-14B,42,8,14,20,0.16
DS-R1-Dist-Qwen-32B,35,8,14,27,0.18604651162790697
DS-R1-Dist-Qwen-7B,71,5,6,2,0.06578947368421052
GPT-3.5-turbo,52,6,18,8,0.10344827586206896
GPT-4o,82,0,2,0,0.0
Llama3.1-8B,84,0,0,0,0.0
Llama3.3-70B,82,0,2,0,0.0
o3-mini,10,3,2,69,0.23076923076923078
Qwen2.5-14B,33,3,11,37,0.08333333333333333
Qwen2.5-32B,25,2,18,39,0.07407407407407407
Qwen2.5-7B,38,7,9,30,0.15555555555555556
