blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,41,10,26,7,0.19607843137254902
DeepSeek-V3,55,4,8,17,0.06779661016949153
DS-R1-Dist-Llama-70B,49,4,20,11,0.07547169811320754
DS-R1-Dist-Llama-8B,51,15,14,4,0.22727272727272727
DS-R1-Dist-Qwen-14B,35,15,17,17,0.3
DS-R1-Dist-Qwen-32B,35,8,23,18,0.18604651162790697
DS-R1-Dist-Qwen-7B,70,6,7,1,0.07894736842105263
GPT-3.5-turbo,53,5,17,9,0.08620689655172414
GPT-4o,82,0,0,2,0.0
Llama3.1-8B,84,0,0,0,0.0
Llama3.3-70B,82,0,0,2,0.0
o3-mini,11,2,18,53,0.15384615384615385
Qwen2.5-14B,32,4,13,35,0.1111111111111111
Qwen2.5-32B,27,0,23,34,0.0
Qwen2.5-7B,29,16,15,24,0.35555555555555557
