blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,38,13,25,8,0.2549019607843137
DeepSeek-V3,56,3,12,13,0.05084745762711865
DS-R1-Dist-Llama-70B,48,5,21,10,0.09433962264150944
DS-R1-Dist-Llama-8B,54,12,15,3,0.18181818181818182
DS-R1-Dist-Qwen-14B,38,12,24,10,0.24
DS-R1-Dist-Qwen-32B,32,11,24,17,0.2558139534883721
DS-R1-Dist-Qwen-7B,64,12,7,1,0.15789473684210525
GPT-3.5-turbo,57,1,24,2,0.017241379310344827
GPT-4o,82,0,0,2,0.0
Llama3.1-8B,84,0,0,0,0.0
Llama3.3-70B,81,1,0,2,0.012195121951219513
o3-mini,6,7,1,70,0.5384615384615384
Qwen2.5-14B,34,2,23,25,0.05555555555555555
Qwen2.5-32B,27,0,41,16,0.0
Qwen2.5-7B,42,3,13,26,0.06666666666666667
