blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,35,16,19,14,0.3137254901960784
DeepSeek-V3,58,1,9,16,0.01694915254237288
DS-R1-Dist-Llama-70B,41,12,14,17,0.22641509433962265
DS-R1-Dist-Llama-8B,56,10,8,10,0.15151515151515152
DS-R1-Dist-Qwen-14B,35,15,18,16,0.3
DS-R1-Dist-Qwen-32B,36,7,18,23,0.16279069767441862
DS-R1-Dist-Qwen-7B,69,7,7,1,0.09210526315789473
GPT-3.5-turbo,56,2,19,7,0.034482758620689655
GPT-4o,82,0,1,1,0.0
Llama3.1-8B,83,1,0,0,0.011904761904761904
Llama3.3-70B,82,0,0,2,0.0
o3-mini,12,1,4,67,0.07692307692307693
Qwen2.5-14B,34,2,11,37,0.05555555555555555
Qwen2.5-32B,27,0,30,27,0.0
Qwen2.5-7B,29,16,10,29,0.35555555555555557
