blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C3,168,26,15,1,0.13402061855670103
combo_C2,170,24,9,7,0.12371134020618557
combo_D1+D2+D3,173,21,10,6,0.10824742268041238
combo_D4+D5+D6+D7,176,18,10,6,0.09278350515463918
combo_L1,178,16,11,5,0.08247422680412371
combo_L2,179,15,8,8,0.07731958762886598
combo_D8,180,14,12,4,0.07216494845360824
combo_C1,185,9,14,2,0.04639175257731959
combo_L4+L5+L6,186,8,10,6,0.041237113402061855
combo_L7,187,7,12,4,0.03608247422680412
combo_L3,188,6,10,6,0.030927835051546393
combo_L8,189,5,15,1,0.02577319587628866
