blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C1,86,15,29,80,0.1485148514851485
combo_L7,86,15,62,47,0.1485148514851485
combo_C3,88,13,70,39,0.12871287128712872
combo_D4+D5+D6+D7,88,13,36,73,0.12871287128712872
combo_D8,88,13,36,73,0.12871287128712872
combo_C2,92,9,34,75,0.0891089108910891
combo_L1,93,8,64,45,0.07920792079207921
combo_L2,95,6,36,73,0.0594059405940594
combo_L4+L5+L6,95,6,24,85,0.0594059405940594
combo_L8,95,6,69,40,0.0594059405940594
combo_D1+D2+D3,96,5,62,47,0.04950495049504951
combo_L3,99,2,53,56,0.019801980198019802
