blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C1,111,46,26,27,0.2929936305732484
combo_L1,117,40,21,32,0.25477707006369427
combo_D4+D5+D6+D7,122,35,22,31,0.2229299363057325
combo_L4+L5+L6,123,34,24,29,0.21656050955414013
combo_L2,124,33,27,26,0.21019108280254778
combo_D1+D2+D3,126,31,30,23,0.19745222929936307
combo_L7,129,28,38,15,0.17834394904458598
combo_D8,130,27,31,22,0.17197452229299362
combo_L3,136,21,26,27,0.1337579617834395
combo_C2,137,20,20,33,0.12738853503184713
combo_C3,140,17,42,11,0.10828025477707007
combo_L8,145,12,44,9,0.07643312101910828
