blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C3,11,26,7,84,0.7027027027027027
combo_L1,17,20,11,80,0.5405405405405406
combo_C1,19,18,12,79,0.4864864864864865
combo_C2,19,18,11,80,0.4864864864864865
combo_L8,19,18,9,82,0.4864864864864865
combo_L4+L5+L6,20,17,9,82,0.4594594594594595
combo_D1+D2+D3,21,16,11,80,0.43243243243243246
combo_D4+D5+D6+D7,22,15,9,82,0.40540540540540543
combo_L3,23,14,11,80,0.3783783783783784
combo_L7,23,14,9,82,0.3783783783783784
combo_D8,25,12,13,78,0.32432432432432434
combo_L2,28,9,13,78,0.24324324324324326
