blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,8,19,11,105,0.7037037037037037
DeepSeek-V3,13,9,15,106,0.4090909090909091
DS-R1-Dist-Llama-70B,2,3,11,127,0.6
DS-R1-Dist-Llama-8B,1,13,8,121,0.9285714285714286
DS-R1-Dist-Qwen-14B,7,1,11,124,0.125
DS-R1-Dist-Qwen-32B,10,16,7,110,0.6153846153846154
DS-R1-Dist-Qwen-7B,1,10,6,126,0.9090909090909091
GPT-3.5-turbo,7,5,4,127,0.4166666666666667
GPT-4o,11,12,2,118,0.5217391304347826
Llama3.1-8B,13,6,8,116,0.3157894736842105
Llama3.3-70B,13,9,6,115,0.4090909090909091
o3-mini,1,2,3,137,0.6666666666666666
Qwen2.5-14B,9,2,26,106,0.18181818181818182
Qwen2.5-32B,9,3,12,119,0.25
Qwen2.5-7B,5,6,3,129,0.5454545454545454
