blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,6,21,6,110,0.7777777777777778
DeepSeek-V3,8,14,8,113,0.6363636363636364
DS-R1-Dist-Llama-70B,0,5,10,128,1.0
DS-R1-Dist-Llama-8B,0,14,7,122,1.0
DS-R1-Dist-Qwen-14B,3,5,11,124,0.625
DS-R1-Dist-Qwen-32B,7,19,3,114,0.7307692307692307
DS-R1-Dist-Qwen-7B,1,10,5,127,0.9090909090909091
GPT-3.5-turbo,4,8,4,127,0.6666666666666666
GPT-4o,5,18,4,116,0.782608695652174
Llama3.1-8B,12,7,7,117,0.3684210526315789
Llama3.3-70B,10,12,6,115,0.5454545454545454
o3-mini,0,3,3,137,1.0
Qwen2.5-14B,6,5,19,113,0.45454545454545453
Qwen2.5-32B,6,6,17,114,0.5
Qwen2.5-7B,1,10,4,128,0.9090909090909091
