blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,9,18,9,107,0.6666666666666666
DeepSeek-V3,10,12,10,111,0.5454545454545454
DS-R1-Dist-Llama-70B,2,3,14,124,0.6
DS-R1-Dist-Llama-8B,1,13,9,120,0.9285714285714286
DS-R1-Dist-Qwen-14B,3,5,9,126,0.625
DS-R1-Dist-Qwen-32B,7,19,6,111,0.7307692307692307
DS-R1-Dist-Qwen-7B,1,10,2,130,0.9090909090909091
GPT-3.5-turbo,5,7,6,125,0.5833333333333334
GPT-4o,7,16,3,117,0.6956521739130435
Llama3.1-8B,10,9,6,118,0.47368421052631576
Llama3.3-70B,7,15,5,116,0.6818181818181818
o3-mini,0,3,1,139,1.0
Qwen2.5-14B,5,6,19,113,0.5454545454545454
Qwen2.5-32B,6,6,16,115,0.5
Qwen2.5-7B,5,6,5,127,0.5454545454545454
