blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,15,12,16,100,0.4444444444444444
DeepSeek-V3,15,7,16,105,0.3181818181818182
DS-R1-Dist-Llama-70B,0,5,12,126,1.0
DS-R1-Dist-Llama-8B,3,11,14,115,0.7857142857142857
DS-R1-Dist-Qwen-14B,4,4,9,126,0.5
DS-R1-Dist-Qwen-32B,5,21,9,108,0.8076923076923077
DS-R1-Dist-Qwen-7B,4,7,9,123,0.6363636363636364
GPT-3.5-turbo,8,4,11,120,0.3333333333333333
GPT-4o,13,10,3,117,0.43478260869565216
Llama3.1-8B,14,5,12,112,0.2631578947368421
Llama3.3-70B,13,9,9,112,0.4090909090909091
o3-mini,3,0,3,137,0.0
Qwen2.5-14B,10,1,23,109,0.09090909090909091
Qwen2.5-32B,9,3,12,119,0.25
Qwen2.5-7B,3,8,4,128,0.7272727272727273
