blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,4,23,9,107,0.8518518518518519
DeepSeek-V3,10,12,11,110,0.5454545454545454
DS-R1-Dist-Llama-70B,0,5,3,135,1.0
DS-R1-Dist-Llama-8B,1,13,7,122,0.9285714285714286
DS-R1-Dist-Qwen-14B,3,5,13,122,0.625
DS-R1-Dist-Qwen-32B,9,17,4,113,0.6538461538461539
DS-R1-Dist-Qwen-7B,2,9,4,128,0.8181818181818182
GPT-3.5-turbo,5,7,2,129,0.5833333333333334
GPT-4o,13,10,3,117,0.43478260869565216
Llama3.1-8B,7,12,6,118,0.631578947368421
Llama3.3-70B,8,14,4,117,0.6363636363636364
o3-mini,1,2,3,137,0.6666666666666666
Qwen2.5-14B,9,2,18,114,0.18181818181818182
Qwen2.5-32B,9,3,8,123,0.25
Qwen2.5-7B,4,7,5,127,0.6363636363636364
