blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C3,2,9,2,71,0.8181818181818182
combo_L8,4,7,5,68,0.6363636363636364
combo_D1+D2+D3,5,6,3,70,0.5454545454545454
combo_C1,7,4,10,63,0.36363636363636365
combo_C2,7,4,7,66,0.36363636363636365
combo_D4+D5+D6+D7,7,4,3,70,0.36363636363636365
combo_L1,7,4,6,67,0.36363636363636365
combo_L2,7,4,4,69,0.36363636363636365
combo_L3,7,4,4,69,0.36363636363636365
combo_L4+L5+L6,7,4,1,72,0.36363636363636365
combo_D8,8,3,2,71,0.2727272727272727
combo_L7,9,2,4,69,0.18181818181818182
