blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C3,1,6,4,73,0.8571428571428571
combo_C2,3,4,6,71,0.5714285714285714
combo_L7,3,4,6,71,0.5714285714285714
combo_L8,3,4,1,76,0.5714285714285714
combo_C1,4,3,4,73,0.42857142857142855
combo_D1+D2+D3,4,3,2,75,0.42857142857142855
combo_L3,4,3,6,71,0.42857142857142855
combo_L4+L5+L6,4,3,11,66,0.42857142857142855
combo_D4+D5+D6+D7,5,2,8,69,0.2857142857142857
combo_D8,5,2,6,71,0.2857142857142857
combo_L1,5,2,3,74,0.2857142857142857
combo_L2,5,2,6,71,0.2857142857142857
