blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C3,2,13,1,68,0.8666666666666667
combo_L8,3,12,5,64,0.8
combo_L1,4,11,6,63,0.7333333333333333
combo_C2,5,10,4,65,0.6666666666666666
combo_D8,5,10,6,63,0.6666666666666666
combo_L4+L5+L6,7,8,4,65,0.5333333333333333
combo_C1,8,7,2,67,0.4666666666666667
combo_D1+D2+D3,8,7,5,64,0.4666666666666667
combo_D4+D5+D6+D7,8,7,7,62,0.4666666666666667
combo_L2,8,7,6,63,0.4666666666666667
combo_L7,8,7,2,67,0.4666666666666667
combo_L3,10,5,9,60,0.3333333333333333
