blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C1,64,14,36,29,0.1794871794871795
combo_L4+L5+L6,66,12,36,29,0.15384615384615385
combo_C2,69,9,45,20,0.11538461538461539
combo_C3,69,9,56,9,0.11538461538461539
combo_L8,69,9,54,11,0.11538461538461539
combo_L2,70,8,36,29,0.10256410256410256
combo_D8,71,7,41,24,0.08974358974358974
combo_D1+D2+D3,75,3,56,9,0.038461538461538464
combo_D4+D5+D6+D7,76,2,38,27,0.02564102564102564
combo_L1,76,2,53,12,0.02564102564102564
combo_L3,76,2,59,6,0.02564102564102564
combo_L7,76,2,41,24,0.02564102564102564
