blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C2,16,54,5,68,0.7714285714285715
combo_D1+D2+D3,16,54,12,61,0.7714285714285715
combo_C1,17,53,11,62,0.7571428571428571
combo_C3,18,52,25,48,0.7428571428571429
combo_D4+D5+D6+D7,37,33,24,49,0.4714285714285714
combo_L7,44,26,30,43,0.37142857142857144
combo_L2,45,25,36,37,0.35714285714285715
combo_D8,49,21,43,30,0.3
combo_L3,49,21,32,41,0.3
combo_L8,50,20,47,26,0.2857142857142857
combo_L1,51,19,40,33,0.2714285714285714
combo_L4+L5+L6,52,18,37,36,0.2571428571428571
