blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_D4+D5+D6+D7,116,14,10,3,0.1076923076923077
combo_L1,116,14,11,2,0.1076923076923077
combo_L7,118,12,9,4,0.09230769230769231
combo_C3,119,11,12,1,0.08461538461538462
combo_C1,120,10,10,3,0.07692307692307693
combo_D1+D2+D3,120,10,10,3,0.07692307692307693
combo_L2,120,10,11,2,0.07692307692307693
combo_C2,121,9,11,2,0.06923076923076923
combo_D8,121,9,12,1,0.06923076923076923
combo_L3,121,9,12,1,0.06923076923076923
combo_L4+L5+L6,121,9,9,4,0.06923076923076923
combo_L8,122,8,12,1,0.06153846153846154
