blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C1,94,20,16,13,0.17543859649122806
combo_D1+D2+D3,95,19,20,9,0.16666666666666666
combo_L1,95,19,10,19,0.16666666666666666
combo_D8,102,12,17,12,0.10526315789473684
combo_D4+D5+D6+D7,104,10,19,10,0.08771929824561403
combo_C2,105,9,14,15,0.07894736842105263
combo_C3,105,9,25,4,0.07894736842105263
combo_L3,107,7,14,15,0.06140350877192982
combo_L7,107,7,15,14,0.06140350877192982
combo_L8,107,7,27,2,0.06140350877192982
combo_L2,108,6,16,13,0.05263157894736842
combo_L4+L5+L6,108,6,18,11,0.05263157894736842
