blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_L1,52,7,65,4,0.11864406779661017
combo_C1,56,3,63,6,0.05084745762711865
combo_L3,56,3,65,4,0.05084745762711865
combo_L4+L5+L6,56,3,67,2,0.05084745762711865
combo_D8,57,2,67,2,0.03389830508474576
combo_L7,57,2,65,4,0.03389830508474576
combo_L8,57,2,66,3,0.03389830508474576
combo_C3,58,1,67,2,0.01694915254237288
combo_D1+D2+D3,58,1,68,1,0.01694915254237288
combo_L2,58,1,64,5,0.01694915254237288
combo_C2,59,0,66,3,0.0
combo_D4+D5+D6+D7,59,0,63,6,0.0
