blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C1,32,5,81,10,0.13513513513513514
combo_D1+D2+D3,33,4,87,4,0.10810810810810811
combo_L4+L5+L6,33,4,87,4,0.10810810810810811
combo_L8,33,4,89,2,0.10810810810810811
combo_C2,34,3,87,4,0.08108108108108109
combo_L3,34,3,84,7,0.08108108108108109
combo_C3,35,2,88,3,0.05405405405405406
combo_D4+D5+D6+D7,35,2,84,7,0.05405405405405406
combo_D8,36,1,86,5,0.02702702702702703
combo_L1,36,1,78,13,0.02702702702702703
combo_L2,36,1,88,3,0.02702702702702703
combo_L7,36,1,89,2,0.02702702702702703
