blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,19,16,15,160,0.45714285714285713
DS-R1-Dist-Llama-8B,15,19,10,166,0.5588235294117647
DS-R1-Dist-Qwen-14B,17,10,17,166,0.37037037037037035
DS-R1-Dist-Qwen-32B,17,13,7,173,0.43333333333333335
DS-R1-Dist-Qwen-7B,16,12,9,173,0.42857142857142855
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,36,20,12,142,0.35714285714285715
Llama3.1-8B,3,29,2,176,0.90625
Llama3.3-70B,26,22,8,154,0.4583333333333333
o3-mini,3,2,10,195,0.4
Qwen2.5-14B,16,12,17,165,0.42857142857142855
Qwen2.5-32B,24,9,12,165,0.2727272727272727
Qwen2.5-7B,12,12,5,181,0.5
