blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,13,22,15,160,0.6285714285714286
DS-R1-Dist-Llama-8B,11,23,14,162,0.6764705882352942
DS-R1-Dist-Qwen-14B,16,11,8,175,0.4074074074074074
DS-R1-Dist-Qwen-32B,15,15,12,168,0.5
DS-R1-Dist-Qwen-7B,14,14,9,173,0.5
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,21,35,5,149,0.625
Llama3.1-8B,0,32,1,177,1.0
Llama3.3-70B,22,26,9,153,0.5416666666666666
o3-mini,2,3,7,198,0.6
Qwen2.5-14B,15,13,16,166,0.4642857142857143
Qwen2.5-32B,17,16,11,166,0.48484848484848486
Qwen2.5-7B,8,16,5,181,0.6666666666666666
