blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,20,15,20,155,0.42857142857142855
DS-R1-Dist-Llama-8B,17,17,20,156,0.5
DS-R1-Dist-Qwen-14B,15,12,14,169,0.4444444444444444
DS-R1-Dist-Qwen-32B,15,15,11,169,0.5
DS-R1-Dist-Qwen-7B,12,16,15,167,0.5714285714285714
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,36,20,20,134,0.35714285714285715
Llama3.1-8B,2,30,1,177,0.9375
Llama3.3-70B,37,11,6,156,0.22916666666666666
o3-mini,3,2,12,193,0.4
Qwen2.5-14B,18,10,21,161,0.35714285714285715
Qwen2.5-32B,23,10,14,163,0.30303030303030304
Qwen2.5-7B,14,10,17,169,0.4166666666666667
