blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,19,16,14,161,0.45714285714285713
DS-R1-Dist-Llama-8B,15,19,17,159,0.5588235294117647
DS-R1-Dist-Qwen-14B,16,11,12,171,0.4074074074074074
DS-R1-Dist-Qwen-32B,16,14,11,169,0.4666666666666667
DS-R1-Dist-Qwen-7B,9,19,11,171,0.6785714285714286
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,35,21,17,137,0.375
Llama3.1-8B,11,21,13,165,0.65625
Llama3.3-70B,29,19,17,145,0.3958333333333333
o3-mini,3,2,5,200,0.4
Qwen2.5-14B,16,12,22,160,0.42857142857142855
Qwen2.5-32B,23,10,16,161,0.30303030303030304
Qwen2.5-7B,14,10,10,176,0.4166666666666667
