blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C3,30,6,34,14,0.16666666666666666
combo_D8,30,6,14,34,0.16666666666666666
combo_L7,30,6,16,32,0.16666666666666666
combo_L4+L5+L6,32,4,13,35,0.1111111111111111
combo_C1,33,3,11,37,0.08333333333333333
combo_C2,33,3,11,37,0.08333333333333333
combo_D1+D2+D3,34,2,23,25,0.05555555555555555
combo_L1,34,2,18,30,0.05555555555555555
combo_L2,34,2,11,37,0.05555555555555555
combo_D4+D5+D6+D7,35,1,10,38,0.027777777777777776
combo_L8,35,1,37,11,0.027777777777777776
combo_L3,36,0,24,24,0.0
