blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C1,63,13,6,2,0.17105263157894737
combo_D1+D2+D3,64,12,7,1,0.15789473684210525
combo_L1,64,12,6,2,0.15789473684210525
combo_L3,67,9,6,2,0.11842105263157894
combo_L7,68,8,7,1,0.10526315789473684
combo_L2,69,7,7,1,0.09210526315789473
combo_L4+L5+L6,70,6,7,1,0.07894736842105263
combo_C2,71,5,6,2,0.06578947368421052
combo_C3,71,5,7,1,0.06578947368421052
combo_D8,71,5,8,0,0.06578947368421052
combo_D4+D5+D6+D7,73,3,6,2,0.039473684210526314
combo_L8,73,3,8,0,0.039473684210526314
