blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_L1,43,16,9,16,0.2711864406779661
combo_C1,53,6,11,14,0.1016949152542373
combo_C2,55,4,11,14,0.06779661016949153
combo_D4+D5+D6+D7,55,4,11,14,0.06779661016949153
combo_L4+L5+L6,55,4,8,17,0.06779661016949153
combo_D1+D2+D3,56,3,12,13,0.05084745762711865
combo_D8,56,3,9,16,0.05084745762711865
combo_L3,57,2,15,10,0.03389830508474576
combo_L2,58,1,9,16,0.01694915254237288
combo_L8,58,1,25,0,0.01694915254237288
combo_C3,59,0,25,0,0.0
combo_L7,59,0,13,12,0.0
