blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_L1,43,23,9,9,0.3484848484848485
combo_D4+D5+D6+D7,48,18,13,5,0.2727272727272727
combo_L3,48,18,10,8,0.2727272727272727
combo_C1,51,15,10,8,0.22727272727272727
combo_C2,51,15,14,4,0.22727272727272727
combo_L4+L5+L6,51,15,14,4,0.22727272727272727
combo_D8,53,13,12,6,0.19696969696969696
combo_D1+D2+D3,54,12,15,3,0.18181818181818182
combo_L7,54,12,15,3,0.18181818181818182
combo_L2,56,10,8,10,0.15151515151515152
combo_L8,58,8,16,2,0.12121212121212122
combo_C3,61,5,16,2,0.07575757575757576
