blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,110,23,26,51,0.17293233082706766
DS-R1-Dist-Llama-8B,136,21,26,27,0.1337579617834395
DS-R1-Dist-Qwen-14B,97,22,29,62,0.18487394957983194
DS-R1-Dist-Qwen-32B,87,27,26,70,0.23684210526315788
DS-R1-Dist-Qwen-7B,160,18,19,13,0.10112359550561797
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,197,1,8,4,0.005050505050505051
Llama3.1-8B,38,160,1,11,0.8080808080808081
Llama3.3-70B,188,6,10,6,0.030927835051546393
o3-mini,24,11,22,153,0.3142857142857143
Qwen2.5-14B,99,2,53,56,0.019801980198019802
Qwen2.5-32B,131,3,37,39,0.022388059701492536
Qwen2.5-7B,84,17,47,62,0.16831683168316833
