blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,112,21,48,29,0.15789473684210525
DS-R1-Dist-Llama-8B,145,12,44,9,0.07643312101910828
DS-R1-Dist-Qwen-14B,102,17,52,39,0.14285714285714285
DS-R1-Dist-Qwen-32B,100,14,55,41,0.12280701754385964
DS-R1-Dist-Qwen-7B,168,10,28,4,0.056179775280898875
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,198,0,12,0,0.0
Llama3.1-8B,51,147,0,12,0.7424242424242424
Llama3.3-70B,189,5,15,1,0.02577319587628866
o3-mini,23,12,42,133,0.34285714285714286
Qwen2.5-14B,95,6,69,40,0.0594059405940594
Qwen2.5-32B,132,2,62,14,0.014925373134328358
Qwen2.5-7B,74,27,49,60,0.26732673267326734
