blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,107,26,26,51,0.19548872180451127
DS-R1-Dist-Llama-8B,130,27,31,22,0.17197452229299362
DS-R1-Dist-Qwen-14B,96,23,36,55,0.19327731092436976
DS-R1-Dist-Qwen-32B,90,24,29,67,0.21052631578947367
DS-R1-Dist-Qwen-7B,158,20,19,13,0.11235955056179775
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,193,5,6,6,0.025252525252525252
Llama3.1-8B,152,46,12,0,0.23232323232323232
Llama3.3-70B,180,14,12,4,0.07216494845360824
o3-mini,22,13,15,160,0.37142857142857144
Qwen2.5-14B,88,13,36,73,0.12871287128712872
Qwen2.5-32B,129,5,25,51,0.03731343283582089
Qwen2.5-7B,64,37,39,70,0.36633663366336633
