blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,112,98,0.0
DS-R1-Dist-Llama-70B,114,19,35,42,0.14285714285714285
DS-R1-Dist-Llama-8B,126,31,30,23,0.19745222929936307
DS-R1-Dist-Qwen-14B,89,30,32,59,0.25210084033613445
DS-R1-Dist-Qwen-32B,86,28,33,63,0.24561403508771928
DS-R1-Dist-Qwen-7B,149,29,21,11,0.16292134831460675
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,196,2,7,5,0.010101010101010102
Llama3.1-8B,182,16,12,0,0.08080808080808081
Llama3.3-70B,173,21,10,6,0.10824742268041238
o3-mini,10,25,10,165,0.7142857142857143
Qwen2.5-14B,96,5,62,47,0.04950495049504951
Qwen2.5-32B,130,4,45,31,0.029850746268656716
Qwen2.5-7B,76,25,55,54,0.24752475247524752
