blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,156,54,0.0
DS-R1-Dist-Llama-70B,105,28,28,49,0.21052631578947367
DS-R1-Dist-Llama-8B,111,46,26,27,0.2929936305732484
DS-R1-Dist-Qwen-14B,80,39,35,56,0.3277310924369748
DS-R1-Dist-Qwen-32B,83,31,32,64,0.2719298245614035
DS-R1-Dist-Qwen-7B,157,21,17,15,0.11797752808988764
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,0,198,0,12,1.0
Llama3.1-8B,192,6,12,0,0.030303030303030304
Llama3.3-70B,185,9,14,2,0.04639175257731959
o3-mini,18,17,11,164,0.4857142857142857
Qwen2.5-14B,86,15,29,80,0.1485148514851485
Qwen2.5-32B,131,3,29,47,0.022388059701492536
Qwen2.5-7B,68,33,36,73,0.32673267326732675
