blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,67,143,0.0
DS-R1-Dist-Llama-70B,104,29,27,50,0.21804511278195488
DS-R1-Dist-Llama-8B,122,35,22,31,0.2229299363057325
DS-R1-Dist-Qwen-14B,98,21,37,54,0.17647058823529413
DS-R1-Dist-Qwen-32B,85,29,27,69,0.2543859649122807
DS-R1-Dist-Qwen-7B,160,18,18,14,0.10112359550561797
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,194,4,7,5,0.020202020202020204
Llama3.1-8B,152,46,9,3,0.23232323232323232
Llama3.3-70B,176,18,10,6,0.09278350515463918
o3-mini,25,10,14,161,0.2857142857142857
Qwen2.5-14B,88,13,36,73,0.12871287128712872
Qwen2.5-32B,131,3,25,51,0.022388059701492536
Qwen2.5-7B,76,25,31,78,0.24752475247524752
