blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,0,0,210,0.0
DeepSeek-V3,0,0,0,210,0.0
DS-R1-Dist-Llama-70B,116,17,27,50,0.12781954887218044
DS-R1-Dist-Llama-8B,124,33,27,26,0.21019108280254778
DS-R1-Dist-Qwen-14B,90,29,33,58,0.24369747899159663
DS-R1-Dist-Qwen-32B,88,26,26,70,0.22807017543859648
DS-R1-Dist-Qwen-7B,158,20,17,15,0.11235955056179775
GPT-3.5-turbo,0,0,0,210,0.0
GPT-4o,194,4,3,9,0.020202020202020204
Llama3.1-8B,169,29,10,2,0.14646464646464646
Llama3.3-70B,179,15,8,8,0.07731958762886598
o3-mini,27,8,19,156,0.22857142857142856
Qwen2.5-14B,95,6,36,73,0.0594059405940594
Qwen2.5-32B,131,3,27,49,0.022388059701492536
Qwen2.5-7B,66,35,27,82,0.3465346534653465
