blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_L2,7,4,32,41,0.36363636363636365
combo_C3,8,3,34,39,0.2727272727272727
combo_L1,8,3,54,19,0.2727272727272727
combo_L4+L5+L6,8,3,36,37,0.2727272727272727
combo_L8,8,3,48,25,0.2727272727272727
combo_C2,9,2,38,35,0.18181818181818182
combo_D4+D5+D6+D7,9,2,42,31,0.18181818181818182
combo_D8,9,2,30,43,0.18181818181818182
combo_L3,9,2,30,43,0.18181818181818182
combo_L7,9,2,41,32,0.18181818181818182
combo_C1,10,1,48,25,0.09090909090909091
combo_D1+D2+D3,11,0,44,29,0.0
