blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,63,23,28,29,0.26744186046511625
DeepSeek-V3,107,7,15,14,0.06140350877192982
DS-R1-Dist-Llama-70B,44,26,30,43,0.37142857142857144
DS-R1-Dist-Llama-8B,18,26,37,62,0.5909090909090909
DS-R1-Dist-Qwen-14B,44,30,34,35,0.40540540540540543
DS-R1-Dist-Qwen-32B,62,26,35,20,0.29545454545454547
DS-R1-Dist-Qwen-7B,118,12,9,4,0.09230769230769231
GPT-3.5-turbo,76,2,41,24,0.02564102564102564
GPT-4o,142,0,0,1,0.0
Llama3.1-8B,142,0,1,0,0.0
Llama3.3-70B,140,0,3,0,0.0
o3-mini,2,4,3,134,0.6666666666666666
Qwen2.5-14B,47,9,51,36,0.16071428571428573
Qwen2.5-32B,67,0,42,34,0.0
Qwen2.5-7B,79,13,19,32,0.14130434782608695
