blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,60,26,40,17,0.3023255813953488
DeepSeek-V3,105,9,25,4,0.07894736842105263
DS-R1-Dist-Llama-70B,18,52,25,48,0.7428571428571429
DS-R1-Dist-Llama-8B,40,4,74,25,0.09090909090909091
DS-R1-Dist-Qwen-14B,66,8,64,5,0.10810810810810811
DS-R1-Dist-Qwen-32B,87,1,50,5,0.011363636363636364
DS-R1-Dist-Qwen-7B,119,11,12,1,0.08461538461538462
GPT-3.5-turbo,69,9,56,9,0.11538461538461539
GPT-4o,142,0,1,0,0.0
Llama3.1-8B,142,0,1,0,0.0
Llama3.3-70B,140,0,3,0,0.0
o3-mini,3,3,89,48,0.5
Qwen2.5-14B,49,7,76,11,0.125
Qwen2.5-32B,67,0,76,0,0.0
Qwen2.5-7B,47,45,16,35,0.4891304347826087
