blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,47,39,29,28,0.45348837209302323
DeepSeek-V3,95,19,20,9,0.16666666666666666
DS-R1-Dist-Llama-70B,16,54,12,61,0.7714285714285715
DS-R1-Dist-Llama-8B,29,15,69,30,0.3409090909090909
DS-R1-Dist-Qwen-14B,48,26,43,26,0.35135135135135137
DS-R1-Dist-Qwen-32B,66,22,32,23,0.25
DS-R1-Dist-Qwen-7B,120,10,10,3,0.07692307692307693
GPT-3.5-turbo,75,3,56,9,0.038461538461538464
GPT-4o,142,0,1,0,0.0
Llama3.1-8B,142,0,1,0,0.0
Llama3.3-70B,140,0,3,0,0.0
o3-mini,2,4,2,135,0.6666666666666666
Qwen2.5-14B,55,1,61,26,0.017857142857142856
Qwen2.5-32B,66,1,67,9,0.014925373134328358
Qwen2.5-7B,80,12,29,22,0.13043478260869565
