blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,59,27,26,31,0.313953488372093
DeepSeek-V3,108,6,16,13,0.05263157894736842
DS-R1-Dist-Llama-70B,45,25,36,37,0.35714285714285715
DS-R1-Dist-Llama-8B,34,10,55,44,0.22727272727272727
DS-R1-Dist-Qwen-14B,47,27,36,33,0.36486486486486486
DS-R1-Dist-Qwen-32B,56,32,27,28,0.36363636363636365
DS-R1-Dist-Qwen-7B,120,10,11,2,0.07692307692307693
GPT-3.5-turbo,70,8,36,29,0.10256410256410256
GPT-4o,142,0,1,0,0.0
Llama3.1-8B,142,0,0,1,0.0
Llama3.3-70B,139,1,3,0,0.007142857142857143
o3-mini,5,1,10,127,0.16666666666666666
Qwen2.5-14B,50,6,43,44,0.10714285714285714
Qwen2.5-32B,66,1,37,39,0.014925373134328358
Qwen2.5-7B,66,26,18,33,0.2826086956521739
